invoice_no,stock_code,description,quantity,invoice_date,unit_price_gbp,customer_id,country
553382,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-05-16 15:47:00,0.83,14217,United Kingdom
553390,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-05-16 16:41:00,1.65,17841,United Kingdom
553402,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,2011-05-16 17:13:00,3.75,17898,United Kingdom
553537,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2011-05-17 15:25:00,3.75,14032,United Kingdom
553541,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-05-17 15:33:00,20.79,,United Kingdom
553565,22784,LANTERN CREAM GAZEBO ,3,2011-05-18 09:01:00,4.95,17505,United Kingdom
553691,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2011-05-18 14:08:00,4.95,15311,United Kingdom
554031,23061,VINTAGE ENGRAVED HEART,12,2011-05-20 13:58:00,1.25,16497,United Kingdom
554054,21931,JUMBO STORAGE BAG SUKI,1,2011-05-20 15:29:00,4.13,,United Kingdom
554065,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,2011-05-22 10:39:00,1.65,18287,United Kingdom
554103,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-05-22 13:51:00,1.65,15555,United Kingdom
554106,20982,12 PENCILS TALL TUBE SKULLS,12,2011-05-22 14:05:00,0.85,12710,Germany
554124,84819,DANISH ROSE ROUND SEWING BOX,3,2011-05-23 08:31:00,4.25,13339,United Kingdom
554157,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-05-23 11:33:00,3.25,18283,United Kingdom
554268,23167,SMALL CERAMIC TOP STORAGE JAR ,1,2011-05-23 12:59:00,0.83,15311,United Kingdom
554293,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-05-23 14:19:00,4.13,,United Kingdom
C554330,22637,PIGGY BANK RETROSPOT ,-2,2011-05-23 17:08:00,2.55,12749,United Kingdom
554355,22627,MINT KITCHEN SCALES,2,2011-05-24 09:20:00,8.5,16992,United Kingdom
554359,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-05-24 09:56:00,1.25,13590,United Kingdom
554498,37342,POLKADOT COFFEE CUP & SAUCER PINK,24,2011-05-24 14:39:00,0.79,15314,United Kingdom
554512,90190B,GOLD/AMBER DROP EARRINGS W LEAF,1,2011-05-24 15:54:00,2.9,,United Kingdom
554704,21754,HOME BUILDING BLOCK WORD,3,2011-05-26 10:09:00,5.95,15658,United Kingdom
554808,21155,RED RETROSPOT PEG BAG,1,2011-05-26 13:01:00,2.55,17059,United Kingdom
554958,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-05-27 15:17:00,4.13,,United Kingdom
554999,48111,DOORMAT 3 SMILEY CATS,1,2011-05-29 15:44:00,7.95,15547,United Kingdom
555162,23233,WRAP POPPIES  DESIGN,25,2011-06-01 10:15:00,0.42,12473,Germany
555260,20728,LUNCH BAG CARS BLUE,2,2011-06-01 15:34:00,1.65,13263,United Kingdom
555275,23101,SILVER STARS TABLE DECORATION,12,2011-06-01 17:18:00,0.83,,United Kingdom
555276,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-06-01 17:28:00,5.79,,United Kingdom
555277,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2011-06-01 17:30:00,2.46,,United Kingdom
555284,23090,VINTAGE GLASS T-LIGHT HOLDER,24,2011-06-02 09:37:00,0.72,14298,United Kingdom
555400,23091,ZINC HERB GARDEN CONTAINER,21,2011-06-02 17:50:00,5.39,14088,United Kingdom
555488,22383,LUNCH BAG SUKI DESIGN ,1,2011-06-03 13:43:00,1.65,16942,United Kingdom
555534,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2011-06-05 12:12:00,0.65,14682,United Kingdom
555565,47566,PARTY BUNTING,4,2011-06-05 15:06:00,4.95,15298,United Kingdom
555568,23209,LUNCH BAG DOILEY PATTERN ,4,2011-06-05 15:25:00,1.65,17589,United Kingdom
555572,21906,PHARMACIE FIRST AID TIN,2,2011-06-05 15:37:00,6.75,12449,Belgium
555577,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-06-05 15:53:00,2.95,15301,United Kingdom
555586,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-06-06 09:12:00,1.65,14232,United Kingdom
555850,21563,RED HEART SHAPE LOVE BUCKET ,2,2011-06-07 13:35:00,2.95,16550,United Kingdom
C555873,22361,GLASS JAR DAISY FRESH COTTON WOOL,-1,2011-06-07 15:12:00,2.95,15498,United Kingdom
556042,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2011-06-08 12:44:00,2.55,14367,United Kingdom
556045,20726,LUNCH BAG WOODLAND,10,2011-06-08 12:54:00,1.65,15764,United Kingdom
556085,21937,STRAWBERRY   PICNIC BAG,1,2011-06-08 15:23:00,5.79,,United Kingdom
556102,22150,3 STRIPEY MICE FELTCRAFT,6,2011-06-08 16:15:00,1.95,13115,United Kingdom
556102,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,12,2011-06-08 16:15:00,0.85,13115,United Kingdom
556108,21326,AGED GLASS SILVER T-LIGHT HOLDER,35,2011-06-08 17:59:00,1.63,,United Kingdom
556113,21470,FLOWER VINE RAFFIA FOOD COVER,6,2011-06-09 09:32:00,3.75,13510,United Kingdom
556187,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-06-09 11:49:00,5.45,15296,United Kingdom
556429,21930,JUMBO STORAGE BAG SKULLS,4,2011-06-10 13:23:00,4.96,,United Kingdom
556435,23245,SET OF 3 REGENCY CAKE TINS,4,2011-06-10 14:08:00,4.95,14895,United Kingdom
556473,48187,DOORMAT NEW ENGLAND,1,2011-06-12 12:00:00,7.95,17265,United Kingdom
556489,22460,EMBOSSED GLASS TEALIGHT HOLDER,1,2011-06-12 13:59:00,1.25,14704,United Kingdom
556727,82583,HOT BATHS METAL SIGN,12,2011-06-14 11:33:00,2.1,17675,United Kingdom
556812,21358,TOAST ITS - HAPPY BIRTHDAY,1,2011-06-14 17:25:00,2.46,,United Kingdom
556812,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-06-14 17:25:00,16.63,,United Kingdom
C556888,20723,STRAWBERRY CHARLOTTE BAG,-1,2011-06-15 12:37:00,0.85,15005,United Kingdom
556917,22704,WRAP RED APPLES ,400,2011-06-15 13:37:00,0.34,12415,Australia
557019,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-06-16 12:45:00,0.95,15907,United Kingdom
557019,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2011-06-16 12:45:00,4.25,15907,United Kingdom
557296,22907,PACK OF 20 NAPKINS PANTRY DESIGN,8,2011-06-19 13:51:00,0.85,15334,United Kingdom
557319,82582,AREA PATROLLED METAL SIGN,24,2011-06-20 08:23:00,2.1,15076,United Kingdom
557518,47013C,WINE BOTTLE DRESSING DARK BLUE,6,2011-06-20 17:14:00,0.12,15280,United Kingdom
557645,22712,CARD DOLLY GIRL ,1,2011-06-21 17:08:00,0.83,,United Kingdom
C557663,22730,ALARM CLOCK BAKELIKE IVORY,-9,2011-06-21 17:59:00,3.75,,EIRE
C557663,84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,-3,2011-06-21 17:59:00,1.69,,EIRE
C557666,22846,BREAD BIN DINER STYLE RED ,-1,2011-06-21 18:03:00,16.95,12947,United Kingdom
557670,23084,RABBIT NIGHT LIGHT,288,2011-06-22 10:11:00,1.79,12798,Japan
557786,20726,LUNCH BAG WOODLAND,4,2011-06-22 16:01:00,1.65,15550,United Kingdom
557938,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,2011-06-23 15:35:00,0.42,,United Kingdom
557938,22457,NATURAL SLATE HEART CHALKBOARD ,4,2011-06-23 15:35:00,5.79,,United Kingdom
558068,23199,JUMBO BAG APPLES,1,2011-06-24 15:51:00,4.13,,United Kingdom
558085,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-06-26 11:53:00,0.95,13021,United Kingdom
558118,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2011-06-27 09:11:00,4.13,,United Kingdom
558196,21889,WOODEN BOX OF DOMINOES,1,2011-06-27 12:38:00,1.25,16033,United Kingdom
558321,22900,SET 2 TEA TOWELS I LOVE LONDON ,2,2011-06-28 11:53:00,4.13,,United Kingdom
558358,23240,SET OF 4 KNICK KNACK TINS DOILEY ,1,2011-06-28 15:05:00,4.15,17965,United Kingdom
558417,21523,DOORMAT FANCY FONT HOME SWEET HOME,30,2011-06-29 10:50:00,6.75,14156,EIRE
558454,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-06-29 13:58:00,4.15,17063,United Kingdom
558455,23013,GLASS APOTHECARY BOTTLE TONIC,4,2011-06-29 13:58:00,3.95,14327,United Kingdom
558475,21206,STRAWBERRY HONEYCOMB  GARLAND ,10,2011-06-29 15:58:00,1.63,,United Kingdom
558475,90130B,TURQ STONE/CRYSTAL EARRINGS,2,2011-06-29 15:58:00,2.9,,United Kingdom
558483,48187,DOORMAT NEW ENGLAND,2,2011-06-30 09:59:00,7.95,18171,United Kingdom
558533,23232,WRAP VINTAGE LEAF DESIGN,25,2011-06-30 11:49:00,0.42,16717,United Kingdom
558777,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-07-04 10:23:00,2.46,,United Kingdom
558777,22430,ENAMEL WATERING CAN CREAM,1,2011-07-04 10:23:00,9.96,,United Kingdom
558777,22893,MINI CAKE STAND T-LIGHT HOLDER,4,2011-07-04 10:23:00,0.83,,United Kingdom
558810,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-07-04 11:11:00,3.75,,United Kingdom
558991,21463,MIRRORED DISCO BALL ,1,2011-07-05 11:32:00,5.95,14606,United Kingdom
559027,84879,ASSORTED COLOUR BIRD ORNAMENT,36,2011-07-05 14:24:00,1.69,17046,United Kingdom
559055,21198,WHITE HEART CONFETTI IN TUBE,7,2011-07-05 17:09:00,0.83,,United Kingdom
559055,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2011-07-05 17:09:00,2.46,,United Kingdom
559055,84356,POMPOM CURTAIN,5,2011-07-05 17:09:00,5.79,,United Kingdom
559157,23298,SPOTTY BUNTING,6,2011-07-06 15:53:00,4.95,13999,United Kingdom
559165,21902,"KEY FOB , FRONT  DOOR ",1,2011-07-06 16:40:00,0.65,12977,United Kingdom
559311,85099B,JUMBO BAG RED RETROSPOT,20,2011-07-07 13:35:00,1.95,14459,United Kingdom
559337,22717,CARD DOG AND BALL ,1,2011-07-07 16:27:00,0.83,,United Kingdom
559340,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-07-07 16:51:00,2.95,13699,United Kingdom
559436,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-07-08 12:18:00,0.42,15901,United Kingdom
559505,16156S,WRAP PINK FAIRY CAKES ,25,2011-07-08 15:16:00,0.42,16398,United Kingdom
559506,22356,CHARLOTTE BAG PINK POLKADOT,1,2011-07-08 15:17:00,1.63,,United Kingdom
559518,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-07-08 16:11:00,3.75,,United Kingdom
559525,23241,TREASURE TIN GYMKHANA DESIGN,4,2011-07-10 10:30:00,2.08,16923,United Kingdom
559807,23147,SINGLE ANTIQUE ROSE HOOK IVORY,3,2011-07-12 14:48:00,1.45,17841,United Kingdom
559816,22291,HANGING CHICK CREAM DECORATION,6,2011-07-12 16:11:00,1.25,,United Kingdom
559816,22315,200 RED + WHITE BENDY STRAWS,1,2011-07-12 16:11:00,1.25,,United Kingdom
559887,23152,IVORY SWEETHEART WIRE LETTER RACK ,1,2011-07-13 11:44:00,3.75,13263,United Kingdom
559894,84991,60 TEATIME FAIRY CAKE CASES,1,2011-07-13 12:06:00,0.55,14159,United Kingdom
559923,37340,MULTICOLOUR SPRING FLOWER MUG,6,2011-07-13 16:07:00,0.69,,United Kingdom
559928,20749,ASSORTED COLOUR MINI CASES,6,2011-07-14 08:52:00,7.95,12405,Finland
560090,22182,CAKE STAND VICTORIAN FILIGREE SMALL,2,2011-07-14 16:46:00,4.13,,United Kingdom
560098,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,2011-07-14 17:44:00,2.1,16907,United Kingdom
560225,DOT,DOTCOM POSTAGE,1,2011-07-15 16:27:00,377.33,,United Kingdom
560233,85099B,JUMBO BAG RED RETROSPOT,4,2011-07-17 11:10:00,2.08,16813,United Kingdom
560234,23200,JUMBO BAG PEARS,100,2011-07-17 11:21:00,1.79,16180,United Kingdom
560265,21219,SET/4 BADGES BALLOON GIRL,20,2011-07-17 13:48:00,1.25,17863,United Kingdom
560286,21165,BEWARE OF THE CAT METAL SIGN ,48,2011-07-18 09:38:00,1.45,14062,United Kingdom
560453,21062,PARTY INVITES SPACEMAN,12,2011-07-19 09:52:00,0.85,13209,United Kingdom
560534,21915,RED  HARMONICA IN BOX ,12,2011-07-19 12:10:00,1.25,14911,EIRE
560534,22821,GIFT BAG PSYCHEDELIC APPLES,12,2011-07-19 12:10:00,0.65,14911,EIRE
560773,22880,NUMBER TILE VINTAGE FONT 1,1,2011-07-20 16:17:00,4.13,,United Kingdom
560778,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,2011-07-21 09:30:00,4.13,,United Kingdom
560828,84723,CHERRY BLOSSOM CANVAS ART PICTURE,24,2011-07-21 11:55:00,1.95,14298,United Kingdom
560894,47590A,BLUE HAPPY BIRTHDAY BUNTING,12,2011-07-21 17:09:00,5.45,14911,EIRE
560918,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-07-21 18:27:00,4.95,14849,United Kingdom
560926,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-07-22 09:20:00,1.25,,United Kingdom
560928,20725,LUNCH BAG RED RETROSPOT,10,2011-07-22 10:00:00,1.65,14852,United Kingdom
560937,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,2011-07-22 10:52:00,1.65,17920,United Kingdom
560974,47566B,TEA TIME PARTY BUNTING,4,2011-07-22 11:55:00,4.95,14426,United Kingdom
561058,22990,COTTON APRON PANTRY DESIGN,6,2011-07-24 13:26:00,4.95,17724,United Kingdom
561085,23322,LARGE WHITE HEART OF WICKER,6,2011-07-25 09:26:00,2.95,14367,United Kingdom
561209,22602,RETROSPOT WOODEN HEART DECORATION,6,2011-07-25 16:57:00,1.63,,United Kingdom
561222,23545,WRAP RED DOILEY,25,2011-07-26 09:27:00,0.42,13588,United Kingdom
561258,23174,REGENCY SUGAR BOWL GREEN,6,2011-07-26 12:03:00,4.15,15513,United Kingdom
561322,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2011-07-26 13:03:00,2.95,15203,United Kingdom
561388,23238,SET OF 4 KNICK KNACK TINS LONDON ,96,2011-07-27 09:32:00,3.75,12753,Japan
561502,23237,SET OF 4 KNICK KNACK TINS LEAF,6,2011-07-27 14:14:00,4.15,14305,United Kingdom
561504,21361,,-7,2011-07-27 14:15:00,0,,United Kingdom
561507,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-07-27 14:21:00,0.83,12397,Belgium
561519,22600,CHRISTMAS RETROSPOT STAR WOOD,1,2011-07-27 17:01:00,0.85,17870,United Kingdom
561529,21154,RED RETROSPOT OVEN GLOVE ,10,2011-07-28 09:19:00,1.25,13013,United Kingdom
C561604,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,2011-07-28 12:08:00,4.95,18223,United Kingdom
561626,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-07-28 14:03:00,0.95,14898,United Kingdom
561627,22555,PLASTERS IN TIN STRONGMAN,12,2011-07-28 14:08:00,1.65,12453,Austria
561671,23229,VINTAGE DONKEY TAIL GAME ,72,2011-07-28 17:17:00,2.62,12830,United Kingdom
561774,47566,PARTY BUNTING,2,2011-07-29 12:41:00,4.95,16729,United Kingdom
561893,22667,RECIPE BOX RETROSPOT ,1,2011-07-31 14:39:00,2.95,12942,United Kingdom
562045,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-08-02 10:33:00,0.62,12644,Germany
562148,23444,Next Day Carriage,1,2011-08-03 10:49:00,15,13695,United Kingdom
562439,23203,JUMBO BAG DOILEY PATTERNS,300,2011-08-04 18:06:00,1.79,12931,United Kingdom
562455,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2011-08-05 10:32:00,4.95,18097,United Kingdom
562542,22984,CARD GINGHAM ROSE ,12,2011-08-05 15:40:00,0.42,17377,United Kingdom
562604,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-08-08 10:51:00,2.95,17611,United Kingdom
562717,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-08-08 15:42:00,2.46,,United Kingdom
562725,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-08-09 09:04:00,7.95,17302,United Kingdom
562809,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-08-09 15:12:00,0.95,16775,United Kingdom
562931,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-08-10 16:19:00,0.42,14030,United Kingdom
563074,11001,ASSTD DESIGN RACING CAR PEN,80,2011-08-11 15:58:00,1.27,12931,United Kingdom
563288,POST,POSTAGE,4,2011-08-15 12:53:00,18,12656,France
563349,84519A,TOMATO CHARLIE+LOLA COASTER SET,3,2011-08-15 13:51:00,1.25,14623,United Kingdom
563448,84508A,CAMOUFLAGE DESIGN TEDDY,6,2011-08-16 14:28:00,2.55,15220,United Kingdom
563532,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-08-17 11:04:00,2.08,17511,United Kingdom
563533,22692,DOORMAT WELCOME TO OUR HOME,1,2011-08-17 11:14:00,7.95,16241,United Kingdom
563546,23209,LUNCH BAG VINTAGE DOILY ,15,2011-08-17 12:24:00,1.65,16729,United Kingdom
563549,21843,RED RETROSPOT CAKE STAND,1,2011-08-17 12:34:00,20.79,,United Kingdom
563705,23066,SMALL DECO JEWELLERY STAND,2,2011-08-18 14:33:00,8.25,17736,United Kingdom
563722,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,2011-08-18 16:32:00,21.95,17720,United Kingdom
563844,23067,HANGING ENGRAVED METAL HEART,2,2011-08-19 14:04:00,4.15,17725,United Kingdom
564061,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2,2011-08-22 14:38:00,2.55,14505,United Kingdom
564141,22727,ALARM CLOCK BAKELIKE RED ,2,2011-08-23 11:47:00,3.75,17841,United Kingdom
564191,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2011-08-23 16:16:00,2.95,17315,United Kingdom
564216,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-08-24 09:23:00,0.85,12642,Germany
564230,22110,BIRD HOUSE HOT WATER BOTTLE,1,2011-08-24 10:22:00,7.46,,United Kingdom
564246,23201,JUMBO BAG ALPHABET,10,2011-08-24 10:36:00,2.08,13534,United Kingdom
564364,23310,BUBBLEGUM RING ASSORTED,36,2011-08-24 16:24:00,0.42,15434,United Kingdom
564378,90018C,SILVER BLACK ORBIT DROP EARRINGS,2,2011-08-25 10:26:00,4.25,12417,Belgium
564535,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-08-25 15:10:00,0.85,18075,United Kingdom
564660,23212,HEART WREATH DECORATION WITH BELL,24,2011-08-26 14:45:00,1.25,15074,United Kingdom
564719,22099,CARAVAN SQUARE TISSUE BOX,4,2011-08-28 11:55:00,0.39,15325,United Kingdom
564742,23345, DOLLY GIRL BEAKER,1,2011-08-28 15:01:00,1.25,17346,United Kingdom
564754,90199A,5 STRAND GLASS NECKLACE BLACK,1,2011-08-30 10:29:00,6.23,,United Kingdom
564758,85199L,LARGE HANGING IVORY & RED WOOD BIRD,1,2011-08-30 10:39:00,1.25,,United Kingdom
564825,22814,CARD PARTY GAMES ,2,2011-08-30 12:26:00,0.42,,United Kingdom
564837,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2011-08-30 12:40:00,2.46,,United Kingdom
564837,22147,FELTCRAFT BUTTERFLY HEARTS,1,2011-08-30 12:40:00,3.29,,United Kingdom
564840,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1,2011-08-30 12:49:00,0.83,,United Kingdom
564860,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-08-31 10:06:00,1.25,17725,United Kingdom
564965,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-08-31 15:07:00,0.83,17677,United Kingdom
565150,17038,PORCELAIN BUDAH INCENSE HOLDER,100,2011-09-01 14:26:00,0.07,14298,United Kingdom
C565284,22423,REGENCY CAKESTAND 3 TIER,-6,2011-09-02 11:31:00,10.95,12471,Germany
565329,22505,MEMO BOARD COTTAGE DESIGN,1,2011-09-02 13:54:00,4.95,14606,United Kingdom
565378,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2011-09-02 15:16:00,6.63,,United Kingdom
565396,20726,LUNCH BAG WOODLAND,1,2011-09-02 16:39:00,4.13,,United Kingdom
565447,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-09-04 15:20:00,0.55,14107,United Kingdom
565457,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-09-05 09:07:00,4.95,14565,United Kingdom
565542,23201,JUMBO BAG ALPHABET,10,2011-09-05 12:06:00,1.95,16820,United Kingdom
565580,23333,IVORY WICKER HEART MEDIUM,24,2011-09-05 12:36:00,1.25,13851,United Kingdom
565616,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-09-05 15:26:00,2.55,15238,United Kingdom
565649,22260,FELT EGG COSY BLUE RABBIT ,3,2011-09-05 16:27:00,0.85,16712,United Kingdom
565749,23166,MEDIUM CERAMIC TOP STORAGE JAR,48,2011-09-06 12:44:00,1.04,14156,EIRE
565808,23110,PARISIENNE KEY CABINET ,4,2011-09-07 10:56:00,5.75,16843,United Kingdom
565865,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-09-07 15:07:00,1.65,12637,France
565915,22602,RETROSPOT WOODEN HEART DECORATION,10,2011-09-07 15:52:00,0.85,15752,United Kingdom
565919,21110,LARGE CAKE TOWEL PINK SPOTS,8,2011-09-07 16:48:00,1.95,,United Kingdom
566014,21935,SUKI  SHOULDER BAG,30,2011-09-08 12:16:00,1.65,14688,United Kingdom
566061,23292,SPACEBOY CHILDRENS CUP,8,2011-09-08 15:36:00,1.25,13267,United Kingdom
C566084,22698,PINK REGENCY TEACUP AND SAUCER,-3,2011-09-09 10:11:00,2.95,12621,Germany
566164,84997d,CHILDRENS CUTLERY POLKADOT PINK,4,2011-09-09 11:56:00,8.29,,United Kingdom
566193,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-09-09 13:37:00,1.25,14961,United Kingdom
566220,22306,SILVER MUG BONE CHINA TREE OF LIFE,36,2011-09-09 15:53:00,1.06,15251,United Kingdom
566275,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,2011-09-11 13:58:00,4.25,16549,United Kingdom
566305,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-09-12 09:26:00,4.95,14110,United Kingdom
566408,23241,TREASURE TIN GYMKHANA DESIGN,2,2011-09-12 13:43:00,2.08,16984,United Kingdom
566557,23064,CINDERELLA CHANDELIER ,4,2011-09-13 11:47:00,41.75,14646,Netherlands
566566,22457,NATURAL SLATE HEART CHALKBOARD ,1,2011-09-13 12:32:00,5.79,14096,United Kingdom
566602,21789,KIDS RAIN MAC PINK,1,2011-09-13 16:05:00,1.63,,United Kingdom
566602,21993,FLORAL FOLK STATIONERY SET,1,2011-09-13 16:05:00,2.46,,United Kingdom
566616,22090,PAPER BUNTING RETROSPOT,6,2011-09-14 08:35:00,2.95,12895,United Kingdom
566708,22197,POPCORN HOLDER,100,2011-09-14 11:55:00,0.72,13078,United Kingdom
566720,85099B,JUMBO BAG RED RETROSPOT,1,2011-09-14 12:42:00,2.08,13634,United Kingdom
566851,23321,SMALL WHITE HEART OF WICKER,2,2011-09-15 12:16:00,1.65,15573,United Kingdom
567099,22676,FRENCH BLUE METAL DOOR SIGN 1,3,2011-09-16 13:31:00,1.25,15311,United Kingdom
567126,20677,PINK POLKADOT BOWL,3,2011-09-16 13:53:00,1.25,17238,United Kingdom
567142,23389,SPACEBOY MINI BACKPACK,4,2011-09-16 14:55:00,4.15,14262,United Kingdom
567167,23412,HEART MIRROR ANTIQUE WHITE,1,2011-09-18 12:21:00,7.5,15547,United Kingdom
567183,22197,POPCORN HOLDER,40,2011-09-18 15:33:00,0.85,14769,United Kingdom
567186,22150,3 STRIPEY MICE FELTCRAFT,2,2011-09-18 16:04:00,1.95,17073,United Kingdom
567197,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,2011-09-19 10:10:00,2.95,14934,Channel Islands
567375,21790,VINTAGE SNAP CARDS,12,2011-09-20 09:45:00,0.85,14766,United Kingdom
567474,22992,REVOLVER WOODEN RULER ,6,2011-09-20 12:53:00,1.95,13448,United Kingdom
567616,22961,JAM MAKING SET PRINTED,12,2011-09-21 12:23:00,1.45,14911,EIRE
567656,22064,PINK DOUGHNUT TRINKET POT ,1,2011-09-21 14:40:00,3.29,14096,United Kingdom
567668,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2011-09-21 15:29:00,2.46,,United Kingdom
567670,23355,HOT WATER BOTTLE KEEP CALM,1,2011-09-21 15:32:00,10.79,,United Kingdom
567673,22133,PINK LOVE HEART SHAPE CUP,1,2011-09-21 15:43:00,1.63,,United Kingdom
567797,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-09-22 11:49:00,0.42,16735,United Kingdom
567817,23343,JUMBO BAG VINTAGE CHRISTMAS ,4,2011-09-22 12:41:00,2.08,15005,United Kingdom
567818,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-09-22 12:41:00,0.83,14395,United Kingdom
567972,22595,GINGHAM HEART DECORATION,24,2011-09-23 10:14:00,0.85,13949,United Kingdom
567981,82583,HOT BATHS METAL SIGN,3,2011-09-23 11:22:00,4.96,,United Kingdom
568134,22027,TEA PARTY BIRTHDAY CARD,1,2011-09-23 17:02:00,0.83,,United Kingdom
568167,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-09-25 12:45:00,8.25,15706,United Kingdom
568185,85066,CREAM SWEETHEART MINI CHEST,1,2011-09-25 14:08:00,12.75,16594,United Kingdom
568326,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-09-26 14:00:00,11.95,13200,United Kingdom
568327,21915,RED  HARMONICA IN BOX ,12,2011-09-26 14:02:00,1.25,15492,United Kingdom
568346,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-09-26 15:28:00,5.79,14096,United Kingdom
568393,22080,RIBBON REEL POLKADOTS ,10,2011-09-27 10:12:00,1.65,15754,United Kingdom
568553,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-09-27 15:17:00,0.95,15674,United Kingdom
568567,23241,TREASURE TIN GYMKHANA DESIGN,2,2011-09-27 18:41:00,4.13,,United Kingdom
568650,21675,BUTTERFLIES STICKERS,24,2011-09-28 11:56:00,0.85,13505,Switzerland
568657,23286,BLUE VINTAGE SPOT BEAKER,1,2011-09-28 12:22:00,0.85,16460,United Kingdom
568666,17003,BROCADE RING PURSE ,720,2011-09-28 12:54:00,0.16,14609,United Kingdom
568716,22613,PACK OF 20 SPACEBOY NAPKINS,1,2011-09-28 16:13:00,1.63,,United Kingdom
568721,23397,FOOT STOOL HOME SWEET HOME ,1,2011-09-28 16:24:00,19.96,,United Kingdom
568780,23220,REINDEER HEART DECORATION GOLD,12,2011-09-29 08:27:00,0.83,18235,United Kingdom
